Date,Open,High,Low,Close,Adj Close,Volume
2019-02-06,106.930000,107.300003,101.250000,104.500000,104.500000,69541037
2019-02-07,104.500000,106.019997,103.690002,104.300003,104.300003,31783120
2019-02-08,104.300003,123.260002,103.510002,119.489998,119.489998,132561283
2019-02-09,119.489998,121.580002,117.489998,119.459999,119.459999,39089760
2019-02-10,119.459999,126.389999,116.330002,125.580002,125.580002,68515466
2019-02-11,125.580002,125.580002,119.730003,120.760002,120.760002,68979406
2019-02-12,120.760002,124.309998,118.250000,122.629997,122.629997,65949880
2019-02-13,122.629997,126.809998,121.110001,122.309998,122.309998,65675655
2019-02-14,122.309998,124.750000,120.070000,120.849998,120.849998,58046997
2019-02-15,120.849998,124.750000,120.620003,122.019997,122.019997,49509064
2019-02-16,122.019997,125.309998,122.019997,123.260002,123.260002,29940250
2019-02-17,123.260002,136.270004,123.070000,134.279999,134.279999,135450665
2019-02-18,134.279999,149.770004,133.110001,146.529999,146.529999,221696151
2019-02-19,146.529999,151.250000,143.979996,144.399994,144.399994,123011057
2019-02-20,144.399994,150.350006,141.389999,149.229996,149.229996,109146484
2019-02-21,149.229996,151.860001,143.639999,146.360001,146.360001,95560599
2019-02-22,146.360001,150.029999,144.309998,149.039993,149.039993,103047931
2019-02-23,149.039993,161.509995,147.169998,159.479996,159.479996,141170976
2019-02-24,159.479996,167.669998,133.149994,133.419998,133.419998,241116547
2019-02-25,133.419998,142.539993,133.210007,139.020004,139.020004,121457228
2019-02-26,139.020004,139.470001,134.460007,137.119995,137.119995,61461262
2019-02-27,137.119995,141.639999,127.720001,135.940002,135.940002,112907848
2019-02-28,135.940002,140.699997,134.009995,136.289993,136.289993,97737312
2019-03-01,136.289993,139.059998,135.690002,136.149994,136.149994,45791967
2019-03-02,136.149994,136.809998,131.130005,133.809998,133.809998,52821793
2019-03-03,133.809998,135.979996,128.880005,131.210007,131.210007,36361053
2019-03-04,131.210007,131.729996,123.959999,126.430000,126.430000,77542631
2019-03-05,126.430000,139.000000,126.050003,137.929993,137.929993,97489028
2019-03-06,137.929993,141.710007,134.699997,137.279999,137.279999,79993040
