Date,Open,High,Low,Close,Adj Close,Volume
2013-12-31,100.489998,101.389999,100.430000,101.199997,84.073471,8509600
2014-01-02,100.599998,100.760002,99.389999,99.750000,82.868874,11028100
2014-01-03,99.769997,100.169998,99.139999,99.510002,82.669479,9295600
2014-01-06,99.940002,100.139999,98.889999,99.660004,82.794090,11848500
2014-01-07,99.610001,101.220001,99.419998,101.070000,83.965469,11187000
2014-01-08,101.190002,101.190002,100.150002,100.739998,83.691315,11180400
2014-01-09,100.199997,100.389999,99.029999,99.760002,82.877174,11674300
2014-01-10,99.989998,100.629997,99.120003,100.519997,83.508575,10535400
2014-01-13,99.910004,100.099998,98.269997,98.550003,81.871933,12110900
2014-01-14,98.800003,99.269997,98.650002,99.120003,82.345482,9265000
2014-01-15,99.160004,99.349998,98.629997,98.779999,82.063019,9425500
2014-01-16,98.790001,99.040001,98.250000,98.940002,82.195938,9421700
2014-01-17,99.180000,100.339996,98.669998,99.160004,82.378708,15998000
2014-01-21,98.570000,98.889999,98.040001,98.500000,81.830391,13847300
2014-01-22,98.879997,98.949997,97.839996,97.879997,81.315323,11642800
2014-01-23,97.250000,97.389999,96.010002,96.970001,80.559326,15393200
2014-01-24,96.180000,96.250000,94.820000,94.849998,78.798088,14584300
2014-01-27,95.080002,95.580002,94.750000,94.919998,78.856247,12474600
2014-01-28,95.349998,95.919998,94.769997,95.650002,79.462723,10773600
2014-01-29,94.930000,96.199997,94.650002,95.110001,79.014099,13191500
2014-01-30,94.000000,94.949997,93.059998,93.989998,78.083633,14628400
2014-01-31,92.849998,93.279999,91.699997,92.160004,76.563354,17361400
2014-02-03,91.919998,92.309998,89.639999,90.050003,74.810425,20377900
2014-02-04,90.370003,90.639999,89.389999,90.019997,74.785507,17414400
2014-02-05,90.309998,90.610001,89.379997,89.580002,74.419983,16393600
2014-02-06,89.510002,90.180000,89.250000,89.800003,75.131119,13646100
2014-02-07,90.120003,90.629997,89.750000,90.580002,75.783699,12573800
2014-02-10,90.449997,90.529999,89.360001,89.519997,74.896858,12237700
2014-02-11,89.559998,91.000000,89.400002,90.839996,76.001228,13422800
2014-02-12,91.010002,91.860001,90.639999,91.080002,76.202042,10752400
2014-02-13,90.589996,91.650002,90.400002,91.430000,76.494858,9775300
2014-02-14,91.809998,94.430000,91.599998,94.110001,78.737076,18260400
